attrib1,attrib2,attrib3,attrib4, attrib5, attrib6, attrib7, attrib8, attrib9, attrib10,Label
0.1153,62,0.0357,0.1649,0.4716,0.2096,0.1613,0.0352,-22,0.1229,1
0.0569,0.0626,0.0085,0.1409,0.2094,0.1911,0.1049,0.0243,-0.0312,0.1292,1
0.0126,0.1757,0.0225,0.2191,0.3941,0.0327,0.1549,-0.0353,0.4003,0.1539,1
0.1327,0.0829,0.0539,0.1317,0.2453,0.1162,0.0452,0.1069,86,0.1696,0
0.1804,0.1444,0.0296,0.2087,0.3234,0.1792,0.0133,0.0705,152,0.3852,1
0.1411,0.0555,0.0254,0.1211,0.1949,0.0386,0.0278,0.0212,-0.0354,0.1281,1
0.1854,0.1602,-0.0021,0.1926,0.3342,0.1552,0.0291,0.0592,0.1734,0.3836,1
0.0358,0.0863,66,0.1856,0.4531,0.0319,-0.0356,-0.0121,67,0.3596,1
0.1596,0.0911,0.0966,0.1385,0.2093,0.0937,46,0.0708,0.0961,0.1669,0
0.0587,0.0665,0.0335,0.1719,0.3582,-0.0077,-0.0374,-0.0338,0.0148,0.0946,1
0.1189,0.0927,0.0486,124,0.1903,0.0745,0.0719,0.0885,0.0818,0.1722,0
0.0617,0.0523,0.0188,0.3362,0.1853,0.0359,0.0202,0.0164,-0.0278,0.1123,1
0.1765,0.1708,0.0098,0.2201,0.3643,0.1713,0.0268,0.0552,0.1755,0.4379,1
0.1591,0.1731,0.0262,0.1887,0.35,0.1512,0.0355,0.0806,1.0091,0.2965,1
0.0224,0.0591,-0.0348,0.1094,0.3353,-0.0325,-0.0047,-0.0356,0.0649,0.0904,1
0.0456,0.0597,0.0338,0.1639,0.35,0.1378,0.0463,0.0114,-0.0236,0.1247,1
0.1295,0.0839,0.0248,0.0995,0.2086,0.1069,0.0492,0.0713,0.5879,0.2406,0
-0.0371,0.4531,0.2738,0.2307,0.3379,-0.0201,-0.0382,-0.0578,0.0066,0.0674,1
0.1551,0.4782,0.0507,0.2032,0.3917,0.1584,0.0054,0.0681,0.8426,0.2823,1
0.0567,0.0489,-0.0011,0.2269,0.2616,0.0394,0.0347,17,-0.0214,0.1234,1
0.1614,0.0898,0.0486,0.1206,0.2028,0.0961,0.0795,0.0795,0.1641,0.2089,0
67,0.0792,42,0.1517,0.2263,0.1297,0.0386,108,0.1472,0.1836,0
0.0276,75,0.0172,0.1742,0.2376,0.0647,0.0613,-0.0114,-0.0309,0.1142,1
0.6982,0.0417,0.0232,0.1669,0.4627,0.0137,-0.0561,-0.0161,0.0382,0.1402,1
0.1746,0.1565,0.0101,0.1694,0.3566,0.1111,0.0363,0.0444,195,0.3139,1
0.2052,0.1439,0.0433,0.2517,1.0635,0.2294,0.0502,0.0563,0.1755,0.3049,1
0.0572,0.1327,0.0032,0.1218,0.4864,-0.0014,-0.0226,-0.0477,0.0293,0.0737,1
0.0522,46,0.0378,0.1438,0.2286,0.0423,0.0764,0.0402,0.0013,0.1057,1
148,0.0977,0.1167,0.1681,0.3044,0.1028,75,0.0544,0.0958,0.1643,0
0.1902,118,18,0.1765,0.3434,0.1291,0.0141,0.0481,0.1881,0.3247,1
0.0422,0.0549,0.0156,0.1449,0.1898,0.0423,0.0349,0.0151,-0.0373,121,1
0.0332,0.3215,38,0.1667,0.3648,-0.0322,-0.0954,-63,0.0129,0.1233,1
0.1205,0.0974,0.0861,0.1322,0.2281,0.1059,0.0363,0.0426,104,0.1522,0
116,0.0346,-0.0043,0.1094,0.7002,0.1013,-0.0197,-0.0382,5,0.0951,1
0.0836,0.0631,38,0.1552,0.2067,0.0721,41,-0.0034,4,0.1197,1
0.0897,0.0879,0.0314,0.1211,0.2215,0.0937,0.0436,0.0539,0.0902,0.2044,0
0.1464,0.1863,5,0.1565,0.4796,0.1518,45,0.0616,0.1889,0.3108,1
0.1208,85,0.1212,0.1312,0.2307,0.1035,0.0315,0.0761,0.1042,169,0
0.1725,0.1628,0.0032,0.1958,0.3482,0.1325,0.0312,0.0441,0.1845,382,1
0.1748,47,0.0232,0.1007,0.3368,-0.0467,-0.0192,-67,24,0.0439,1
0.3432,0.0747,0.0642,0.2488,0.2007,0.0528,0.0149,0.0072,-0.0294,0.1128,1
0.1084,0.0784,46,0.1573,0.1967,0.0367,0.0328,0.0286,-0.0323,0.1638,1
0.0324,0.0515,-0.0559,0.0912,0.5958,-0.0045,-0.0013,-0.0451,-0.0148,0.1289,1
0.0408,0.1077,0.1512,0.2058,0.3379,0.1014,0.0634,0.0676,0.1235,0.1493,0
0.1414,0.2093,0.0367,0.1694,0.4089,132,0.0231,0.0771,0.1837,0.3765,1
0.4343,0.0805,0.0626,0.2145,0.1853,0.0388,0.0191,0.0146,-0.0378,0.1012,1
0.1601,0.3726,0.0222,0.1771,0.3492,0.1249,0.0019,65,0.1686,353,1
0.0893,0.0248,0.0159,0.1047,0.4057,-52,-0.0118,-0.1065,0.0256,0.0513,1
0.1118,0.0845,0.0496,0.1668,0.2302,0.1188,0.0687,0.0492,0.1275,0.1725,0
139,0.1745,0.0069,0.2401,0.3513,0.1254,18,0.0539,0.1908,0.3609,1
0.1013,95,0.0074,129,168,0.0533,32,0.0117,-0.0317,0.0986,1
0.0334,0.1182,0.0457,0.1395,0.3543,-0.0375,-15,-0.1039,0.0372,0.0867,1
0.0556,0.0694,0.0636,0.1441,0.2228,0.0987,0.0687,0.0494,0.1032,0.1917,0
0.1733,0.0803,0.0454,0.1333,226,0.1096,0.0655,0.0708,0.1407,0.2334,0
0.1088,0.0425,0.0095,0.0862,0.3654,-0.0546,0.0122,-139,0.0116,0.0888,1
0.0952,0.0552,0.0349,0.1201,0.1998,0.0481,0.0576,0.0035,-0.0294,0.2421,1
0.1628,152,0.0164,0.1773,0.3431,151,-0.0089,0.0914,0.1636,0.3166,1
0.2393,89,0.0626,124,0.1827,0.0512,0.0357,0.0043,-0.0357,0.1165,1
0.1548,0.1623,0.0151,0.2011,0.3485,0.1278,0.0125,0.0547,0.1779,0.4617,1
0.0712,0.0805,23,0.1217,0.1896,0.1143,0.0392,0.0771,147,0.5242,0
0.0946,0.0567,67,0.1221,0.3749,-0.0362,-0.0519,-0.0127,-0.0702,0.3678,1
0.1207,0.1053,0.0483,198,0.4885,-0.0544,-0.0047,0.2553,0.1904,0.1547,1
0.1036,0.0813,95,0.1253,0.2027,0.08,0.0547,0.0581,0.1219,0.1667,0
0.1598,0.19,0.0014,0.2045,0.3373,0.1507,0.0283,0.0639,0.2008,0.3361,1
0.0664,0.0531,0.0159,0.0982,0.1783,0.0288,0.0159,0.0257,-0.0365,0.1105,1
0.1131,0.0934,0.0742,0.1586,0.2466,0.0737,0.0632,65,0.1409,0.2089,0
0.0485,0.0483,0.0312,133,0.2065,37,79,0.0135,-0.0217,0.1234,1
163,0.1399,0.0151,0.1823,0.3617,0.1293,0.0331,0.0576,0.1945,0.3704,1
0.0445,0.0124,0.0549,0.1508,0.3798,-0.0501,-0.0253,-96,-0.0011,0.1014,1
0.0585,0.0481,0.0275,0.2449,0.2176,0.0335,0.0458,-0.0127,-0.0257,0.1089,1
0.0168,0.0338,0.0024,0.0992,0.3216,-0.0425,-49,-0.0699,0.0459,0.1022,1
0.0838,94,0.0483,0.1486,0.2366,0.0909,0.0531,0.0916,0.1507,0.3524,0
0.1825,0.1278,0.0048,0.1763,0.3139,0.1615,0.0328,55,0.1649,0.3218,1
0.0445,0.0623,0.0027,0.1169,0.1872,0.0367,0.0502,0.0177,-28,0.1139,1
0.0466,0.3972,0.0642,0.1438,0.2112,0.0716,0.0642,0.0431,0.1412,0.2651,0
0.0537,86,18,0.1595,0.4896,-0.0317,0.0325,-0.0554,0.0425,0.0777,1
0.2923,0.2045,0.0048,232,0.3189,0.1449,-0.0082,0.0842,0.1375,0.3311,1
0.1611,0.0285,-0.0159,0.1179,0.3464,-23,0.1462,-0.0082,0.0522,0.0606,1
135,0.1874,-0.0103,0.1591,0.3561,0.1415,0.0101,0.0436,0.1842,373,1
0.0546,0.0518,0.0243,0.1731,0.2138,0.0328,0.0357,0.0288,-0.0328,0.1237,1
0.1129,0.0737,0.0404,0.1206,0.1819,0.0729,0.0785,0.0639,0.0689,0.1764,0
67,0.0995,0.0225,0.1282,0.2354,0.0732,0.0574,0.0365,0.0673,0.1498,0
79,0.0639,0.0464,0.1255,0.3996,-0.0306,-0.0266,-0.0825,0.0475,0.1278,1
0.1889,0.1169,0.0222,0.1673,0.3231,0.1449,0.0022,0.0428,0.1705,0.3683,1
0.0503,0.0607,0.0027,0.1127,0.1935,0.0496,0.0458,28,-0.0077,0.1696,1
59,0.0824,0.0138,0.1272,0.1917,0.0671,55,0.0457,0.0752,0.1398,0
181,0.1544,0.0119,0.1684,0.4028,0.1383,0.0033,0.0602,0.1768,0.3627,1
0.0777,0.0317,0.0425,0.1221,0.3701,-0.0662,-0.0311,-0.0456,0.0343,0.1022,1
0.0459,57,-0.0021,0.1488,0.2579,0.1169,0.0629,0.0412,-0.0146,0.1171,1
0.0609,0.0613,0.0045,0.0995,0.1679,0.0618,0.0603,0.0397,0.0562,0.1601,0
0.1836,0.1285,0.0019,0.1842,316,0.1547,-0.0353,0.0589,0.1573,0.3279,1
0.0477,0.0597,-0.0029,0.1488,0.1951,0.0317,0.0473,0.0125,-0.0257,0.1181,1
0.0767,0.0552,0.0306,0.1329,0.6354,0.0536,-0.0037,-0.0417,0.0258,98,1
0.0503,0.0969,-0.0417,0.6407,0.4307,0.0426,36,0.0629,0.0668,0.1508,0
0.1089,0.1821,-0.0238,0.1971,0.3184,0.1373,-0.0103,0.0484,0.1589,0.2881,1
0.2019,0.0963,0.1968,0.1139,359,-0.0828,7,-0.0248,0.0409,0.0708,1
0.0509,0.0766,0.0035,0.1042,0.1783,0.0742,0.0917,0.0185,-0.0199,0.1163,1
0.0606,0.0605,0.0156,0.1364,0.2022,0.0489,0.0679,0.0605,0.1686,0.2086,0
0.2042,0.1388,0.0087,0.2098,0.3415,0.1188,0.0101,0.0637,186,0.3765,1
0.0596,0.0428,0.0058,0.1575,0.2255,0.0344,0.0655,0.0027,-18,0.1065,1
0.5068,-0.0119,0.1137,0.0997,416,0.0488,-0.0398,-0.0612,0.0491,0.2536,1
0.0527,0.0613,-0.0011,0.1092,0.2117,52,0.0508,0.0051,-0.0373,0.1115,1
0.1672,0.1697,0.0014,0.1961,0.3284,0.1528,-0.0121,47,0.1618,0.3385,1
0.0923,0.0721,0.0291,0.1111,0.1927,0.0481,0.0674,0.0518,85,1.0488,0
0.0793,0.0884,0.0443,0.1617,0.3846,-0.0496,0.0233,-0.0609,0.0641,0.1186,1
0.0345,0.0708,0.0106,0.1491,302,0.0602,0.0399,18,-0.0357,0.1041,1
0.1277,0.0372,0.0467,0.1124,0.1722,0.0707,79,0.0666,123,0.2313,0
0.1464,0.1797,-0.0209,0.1887,0.3276,0.1349,0.0146,0.07,0.1911,0.3044,1
0.2164,0.0399,13,0.0868,388,0.2255,0.0491,-0.0868,0.0746,0.1051,1
0.2167,0.0918,0.0528,0.2054,0.3487,0.0889,0.0196,-82,0.0667,0.2992,1
0.1021,0.0599,0.0515,0.1037,0.1619,0.0715,0.0695,0.0175,0.0583,0.1622,0
0.2675,0.0586,0.0504,0.2599,0.3172,0.1196,0.0447,0.07,0.2269,0.3237,1
0.0675,0.0657,0.0225,0.1858,0.2674,0.0507,0.0257,0.0141,-0.0315,0.1142,1
0.2042,0.1826,0.0037,0.1969,0.3397,0.1357,0.0035,0.0729,0.1554,0.3408,1
0.0414,0.0668,-0.0019,0.1019,0.2194,0.0399,0.0415,0.0513,-41,0.1165,1
0.1212,0.0177,0.0161,0.1282,0.3672,-0.0201,-0.0216,-0.0451,0.2252,0.1017,1
0.1094,0.0565,0.0523,0.1383,0.2112,41,0.1083,0.0742,0.0829,0.1756,0
0.3409,91,-0.0032,0.1319,0.3239,-0.0551,0.0233,-0.0454,0.1638,0.0735,1
0.1839,0.1792,0.0061,0.2013,0.3297,0.1296,0.0196,0.0726,0.1612,0.34,1
0.0443,0.0787,-0.0093,0.1409,0.2028,0.0346,0.0597,0.0207,-0.0489,0.1065,1
0.3976,0.0628,0.4217,218,0.3435,84,0.0526,0.0784,0.1222,0.1746,0
0.0263,0.0705,-0.0021,114,0.2909,0.1215,0.0874,0.0267,-0.0027,0.1247,1
0.1181,0.1103,0.1411,0.1144,0.3253,-0.0272,-0.0163,-0.0757,0.0762,0.0648,1
0.1406,0.0589,0.0098,0.1409,0.1983,0.0246,0.0819,0.0217,0.0536,0.1569,0
0.1635,0.1634,0.0056,0.2219,0.3255,175,-0.0248,0.0684,0.1312,0.3612,1
0.0361,0.0713,0.0014,0.1127,0.7335,0.0871,0.0539,-0.0206,-18,0.1179,1
0.0424,66,0.0428,0.1449,0.2154,0.0647,0.0698,8,0.0702,0.1648,0
69,0.0652,0.0019,67,0.3002,-0.0575,-0.0034,-0.0781,0.0491,0.1099,1
0.1847,0.1254,0.0296,209,0.2851,0.1486,0.0133,0.0869,0.1784,0.3796,1
0.0709,0.0673,0.0267,0.1327,0.1935,51,0.0349,0.0594,0.0858,0.1609,0
181,0.1824,-0.0037,0.1976,0.3339,0.1515,0.0281,0.0689,0.1905,0.3685,1
0.0577,0.0296,0.0164,0.1024,0.2603,0.1518,0.0494,0.0262,-0.0114,0.1205,1
0.0719,0.1205,0.0383,0.0517,0.2912,0.0786,-0.0071,104,0.1827,113,1
0.0408,0.0599,0.0016,0.6949,1.3995,0.1059,37,-0.0169,-13,0.12,1
103,0.0428,-0.0227,0.1316,0.2772,-0.0135,-0.0034,-0.0752,0.0248,0.0975,1
0.2037,0.1805,0.0064,0.2182,0.3323,0.1628,0.0144,0.0895,181,0.4612,1
0.0807,0.0465,0.0335,0.1185,0.2083,0.0716,41,0.0945,0.0612,0.1474,0
0.1564,0.2101,-0.0182,0.1808,0.4126,133,0.0012,0.0861,0.1578,0.3984,1
0.0551,0.0494,0.0346,0.1372,168,0.0621,0.0423,0.0966,0.0834,0.14,0
0.0877,0.3402,0.1018,116,0.3007,0.4724,0.0407,-53,0.0153,0.1568,1
0.0936,0.0734,0.1006,338,0.2537,0.0839,0.0468,0.0325,-0.0302,0.1163,1
101,0.0388,0.0515,0.1322,0.1714,0.0626,0.0463,0.0481,0.0707,0.1413,0
0.0332,66,0.0264,82,0.2762,-72,0.0041,-0.0825,0.0498,0.0819,1
0.1042,0.1061,0.0747,0.2029,0.2299,0.0708,0.0431,0.0692,-0.0325,0.1366,1
0.1517,0.1987,-0.0011,0.1728,0.4096,0.1468,18,0.0856,0.1953,354,1
0.1419,0.0597,38,0.1298,0.1833,0.0497,0.0397,0.0734,0.0821,0.1427,0
0.0564,0.0544,0.0135,0.1465,0.2218,0.0457,0.0553,-0.0024,-0.0201,0.1184,1
1.4463,144,71,0.1363,0.3142,-0.0322,-0.0564,-0.0873,0.0137,0.3672,1
0.1691,0.2425,0.0217,0.2003,0.3949,0.1409,-0.0026,0.0608,0.1889,0.4453,1
0.0377,0.0512,0.0428,0.1269,174,0.0803,0.0347,0.0961,0.1206,0.1577,0
0.1086,0.0259,-0.0269,0.0794,0.4674,0.0865,0.0012,-0.0456,0.0525,0.1085,1
0.0881,0.0518,0.0275,0.1322,0.2373,0.0752,0.0357,0.0135,-0.0162,0.1142,1
0.2161,0.2014,0.0127,0.1612,0.3745,0.1512,-0.0105,0.0953,0.1668,0.3071,1
0.1002,0.0599,0.0401,0.1457,0.2284,0.0874,0.0616,0.0557,0.1042,0.1514,0
0.0443,0.0655,24,0.1581,0.2558,0.0742,0.0347,0.0011,-0.0428,0.1421,1
0.2337,0.1832,0.0058,0.1868,368,0.1373,-0.0221,0.0494,0.1707,0.3773,1
0.0107,0.0454,-0.0277,0.1105,0.3801,-0.0493,-0.0195,-0.0541,0.0419,146,1
105,85,0.0581,0.1129,0.1626,0.0768,0.0281,0.07,0.1071,0.1936,0
-0.0149,0.1825,0.09,0.1094,0.3289,-0.0246,-5,-0.0854,0.0828,0.5001,1
0.1997,0.0787,0.0404,0.1813,0.2221,0.0752,0.0114,28,-0.0333,0.1865,1
0.1828,199,-0.0027,0.1805,0.3751,0.1689,-0.0142,0.0755,0.1963,0.3385,1
0.2047,0.2352,0.1212,0.2668,0.7704,0.2103,75,0.1164,0.2008,0.6118,1
92,0.0784,0.0214,0.1884,0.2178,0.0644,0.0228,0.0365,-0.0114,0.1287,1
0.1028,52,0.0502,0.1438,293,0.0764,64,0.1017,0.1106,0.5403,0
0.1112,0.0541,4,0.1181,0.4141,119,-0.0089,0.4249,0.0844,0.44,1
0.1912,0.2388,0.0766,0.2211,0.3679,0.1842,0.0626,0.0175,0.1984,0.4166,1
0.2,0.0829,0.0299,0.1114,0.2476,0.1125,51,0.1056,0.0926,0.9264,0
0.0487,0.0209,-0.0069,0.0955,0.4022,0.0206,0.0194,-0.0142,0.0385,0.2256,1
0.0522,0.0813,0.0206,0.1488,0.2149,0.0615,0.0286,0.0302,-0.0214,0.1371,1
0.1535,0.1853,0.3866,0.2225,373,0.1568,0.0576,0.0423,0.1779,0.4828,1
0.0422,0.0779,-0.0024,0.1235,0.2154,0.1091,0.0497,0.0236,-0.0022,0.1321,1
0.1467,0.0591,0.0196,119,0.2283,0.0882,36,0.1051,0.1261,0.2292,0
-0.0392,0.0562,-0.0064,0.1118,668,0.0855,-0.0071,-0.0069,0.0251,0.1589,1
0.1269,0.1119,0.0164,0.1145,0.2428,0.0816,0.0582,0.0806,0.1148,0.2371,0
72,0.0615,8,0.1428,0.1777,0.0525,0.0204,0.0106,-0.0389,0.1213,1
-0.0212,0.0072,-18,0.11,0.3877,-0.0174,0.0238,-0.0103,0.0256,0.1009,1
0.1759,0.2125,0.0277,0.2251,325,0.1808,0.0479,0.0616,0.1797,0.3873,1
0.2292,0.1029,0.0531,148,0.2318,0.0993,0.0225,0.0352,-0.0288,0.1252,1
0.0614,0.0824,0.0122,0.1087,0.2245,0.0887,0.0998,0.1106,0.2312,0.1865,0
0.0031,0.1195,0.0056,0.1226,0.3443,-0.0122,0.0017,-0.0232,0.0282,0.3438,1
0.21,0.1958,0.0267,0.1987,0.3167,179,0.0299,0.0552,0.1797,0.3852,1
-0.0038,-0.0014,-0.0272,0.1566,431,-0.0132,-0.0269,-0.0736,0.0327,0.1091,1
0.0429,0.0552,0.0383,0.1296,0.1872,0.0417,0.0494,0.0283,-0.0381,0.1192,1
0.1767,0.1937,0.0201,0.2122,0.2997,0.1946,8,0.0792,0.1905,0.4551,1
0.0986,0.0684,0.0101,0.11,0.2176,0.1235,0.0487,136,0.1246,0.1833,0
0.0213,0.1235,47,0.1092,0.2067,1.3664,0.1463,0.0576,0.1056,0.5825,0
68,0.0557,0.0293,0.1364,0.1908,0.0702,0.0215,0.0283,-0.0288,0.1173,1
1.7233,0.2293,0.7534,0.1718,0.3645,0.1668,0.0389,36,0.2317,0.2859,1
-0.0284,0.0441,-0.0522,1.3976,854,337,-0.0092,-0.0628,33,0.0906,1
0.1688,0.2391,0.0774,0.3233,0.2635,0.1853,0.0468,0.0172,0.1786,0.2735,1
0.1063,0.0388,-0.0156,0.1079,0.2318,0.1051,0.0209,0.0895,0.1021,0.1978,0
53,0.0623,0.0531,0.1449,0.1941,76,0.0341,37,-0.0225,0.1157,1
0.0092,0.0554,-0.0343,0.0854,0.3864,-0.0151,0.0012,-0.0343,0.0203,0.1212,1
0.0071,0.0261,-0.0143,0.1089,0.3951,-23,0.0254,-0.0314,0.0799,0.17,1
0.1031,0.0913,0.0072,0.1259,0.2645,0.0948,0.0465,0.0819,0.0926,0.2107,0
0.0377,0.0686,0.0404,0.1538,0.2028,0.1032,0.1437,0.0412,0.0261,0.1326,1
0.2108,242,0.0341,0.2124,0.3004,0.1565,0.0252,0.0288,0.2058,1.5233,1
0.0616,24,-0.0248,0.1326,0.7032,0.0707,-0.0229,-19,-0.0011,0.1726,1
0.0577,0.1267,0.0536,0.1502,0.2828,0.1141,0.0194,61,0.1135,0.1635,0
0.1258,0.1636,18,0.1575,0.2938,0.1365,32,0.0032,0.1662,472,1
0.0812,0.0531,1.1099,0.1842,0.2054,0.0998,0.0708,0.0402,0.0267,0.1305,1
0.0532,0.0562,-0.0167,0.1459,0.2903,0.1146,-0.0084,28,-0.0236,0.1329,1
0.4314,0.2352,0.0172,0.1599,0.3099,0.1665,0.0423,0.0462,0.1736,0.3493,1
-0.0088,0.2295,0.0739,0.1377,0.3693,-0.0256,-0.0166,-0.0876,5,0.1038,1
0.0168,0.0684,0.0087,118,0.2255,165,7,0.1288,0.8697,0.2076,0
-0.0196,0.0586,0.0359,0.1553,0.3777,29,12,-0.0277,0.0182,4.2822,1
0.0364,0.0826,0.0291,157,0.2051,0.0969,0.0154,37,-0.0431,0.1239,1
0.1786,0.1787,0.0196,0.1599,0.3128,0.1552,0.0531,0.0241,0.1612,0.2754,1
0.0688,0.1726,0.1877,0.1776,0.3028,0.1165,417,0.0225,0.0567,0.2044,0
0.1575,0.1687,0.0109,152,0.2975,0.1541,0.0209,0.0808,0.1794,0.2728,1
-0.0175,0.0346,-0.0697,116,0.3856,0.0066,0.0204,-0.0973,0.0274,0.1521,1
0.0195,0.3003,0.1386,1.1336,0.2316,0.0962,0.0576,0.0687,0.0749,0.1846,0
0.0414,0.0726,0.0116,119,193,0.0581,0.0183,18,-0.0338,0.1157,1
0.1598,62,0.0288,0.1359,0.2706,0.1088,0.0476,0.0703,0.1021,0.1954,0
0.1878,199,0.0127,0.1768,0.3078,0.1652,0.0183,0.0621,0.1858,0.4031,1
0.0406,0.0504,23,0.1293,0.2352,0.0549,0.0014,0.0407,-0.0299,0.1458,1
-0.0022,0.3513,206,0.1419,335,-0.0219,0.0244,-0.0994,-0.0059,0.1225,1
0.1521,0.0309,0.0164,106,0.3438,0.0061,-0.0366,-0.0229,0.0024,0.0693,1
0.1187,184,0.0056,0.1802,0.2922,0.1402,0.0178,0.0906,0.1728,0.3377,1
0.0907,0.0673,0.0739,0.1961,0.2671,0.1925,0.0434,0.0816,0.0768,0.2126,0
0.0408,0.0589,0.0444,0.0763,0.2336,0.0723,0.0347,0.0344,-0.0333,0.1081,1
0.0646,0.0937,0.0755,0.1446,0.2236,0.1054,0.0114,0.1109,0.1465,0.1733,0
144,0.1927,-14,0.1604,0.2759,0.1771,0.0059,0.0829,0.1686,0.3084,1
0.6599,0.1557,0.0465,0.1834,202,0.0668,0.0104,0.0138,-46,0.0986,1
-0.0038,0.0433,-0.0203,0.0575,0.2926,-0.0082,18,-0.0886,0.0229,0.2454,1
0.1084,0.0689,0.0262,0.0974,0.2051,0.1399,0.0368,0.0813,0.1256,0.1933,0
-0.0083,29,-0.0396,0.0527,0.3031,-0.0288,-0.0205,-0.0881,-0.0151,88,1
0.0393,0.2639,0.0969,0.1852,0.2363,0.1481,0.1555,0.0175,0.0026,0.1316,1
0.1722,161,0.0222,0.1528,0.2867,0.1412,7,0.0623,0.1647,0.3553,1
0.0936,0.0283,-0.0246,0.0765,0.4104,0.0074,0.0165,-0.0897,4,0.0988,1
0.1279,0.1687,0.0069,0.1744,284,0.1391,-0.0074,0.0626,0.1604,0.3857,1
0.0453,0.1167,0.0441,0.1145,0.2025,0.1106,0.0386,0.1265,0.1108,0.2134,0
0.0437,0.0657,0.0359,0.1106,0.1875,0.2067,0.0458,0.1196,0.0071,0.1184,1
0.0517,75,0.0185,0.1253,0.2033,0.0845,17,0.0328,-0.0143,126,1
0.0474,66,0.0122,0.1061,0.1687,0.0979,0.0199,98,0.0937,0.1854,0
0.0487,0.0467,-0.0079,0.8705,2.4025,-0.0066,-0.0401,-0.0385,-0.0051,0.1054,1
134,0.1927,0.0111,0.1866,0.2872,0.1394,0.0012,0.0745,0.1565,0.3712,1
0.1414,176,0.0109,0.1655,0.2703,0.1436,0.0033,0.0745,0.1794,0.4292,1
15,81,0.0238,0.1071,0.1629,0.1302,0.0743,0.0908,1.0004,0.2197,0
0.0791,0.0481,0.0151,0.0902,0.2048,0.1212,0.0165,0.0505,-0.0106,0.1376,1
0.4424,0.0525,86,0.1891,373,9,27,-0.0762,-0.0088,0.1813,1
0.1311,0.1607,0.0169,0.1734,0.2759,0.1478,0.0236,0.0827,0.1947,377,1
0.0345,0.07,13,0.1243,0.1859,0.1175,-0.0118,0.4695,0.1391,0.1743,1
0.0073,0.0327,-0.0027,0.0949,0.4476,0.0884,0.1227,-0.0894,0.0791,0.0993,1
0.1158,0.0681,0.0085,0.1839,0.6556,0.0995,0.0049,0.0906,0.0718,0.2187,0
0.1844,0.1911,0.0101,0.1586,0.2801,0.1539,0.0078,0.0671,0.1665,321,1
199,-0.0035,0.0501,0.1479,927,38,0.0507,-0.1007,0.0024,0.0846,1
0.0897,0.0325,0.0309,0.1058,0.2175,0.0602,0.0563,0.0283,-0.0167,0.1091,1
0.0406,0.0818,0.0272,0.1132,0.2086,0.0798,0.0397,0.0666,0.0987,0.1756,0
0.0013,0.0348,-0.0011,0.0968,0.3693,0.2057,0.0468,-0.0243,0.0324,0.1376,1
0.0263,0.0676,8,0.1106,0.1975,0.1062,26,0.1064,85,0.8417,0
0.1596,0.1816,0.0024,0.2003,0.3001,0.1309,0.0014,0.0576,0.1517,0.3337,1
0.0253,0.0797,0.0248,0.1261,0.2112,0.0755,0.0576,0.0328,-0.0309,0.1252,1
0.0506,0.0708,0.0103,0.1314,212,0.1069,0.0648,0.0098,-0.0338,0.1081,1
0.1485,0.1148,0.0372,186,0.2857,0.1386,-0.0105,0.0465,0.1488,315,1
-0.0012,0.2835,0.1161,0.4388,0.4328,-0.0114,0.0225,-0.1429,-0.0167,0.2059,1
0.0957,0.0642,0.0182,0.1185,0.3611,0.0987,0.0363,0.0808,0.0892,491,0
0.0524,0.0721,0.0504,0.57,0.2107,0.0423,0.05,0.0528,0.0127,0.2493,0
0.1358,0.1557,4,0.1781,0.2753,0.1602,-0.0013,56,0.1726,0.3619,1
0.0405,0.0981,0.0209,0.1213,0.4349,-0.0116,-0.0208,-0.1224,0.0345,0.0943,1
0.0313,0.0734,0.0285,0.1512,0.1924,0.0594,0.05,0.0249,-0.0262,0.1186,1
6,0.1145,0.0588,0.1152,0.3071,-9,-0.0234,-0.1028,0.0235,0.0429,1
0.1158,0.1855,-0.0011,0.1573,0.3234,0.1494,8,0.0819,0.1874,0.3883,1
96,76,0.0201,0.1285,0.2173,0.0376,0.0592,0.08,0.0755,0.2073,0
0.0422,0.1006,0.0027,0.1277,0.1864,0.1497,0.0721,0.0447,0.0565,0.1295,1
0.13,0.1723,0.0074,0.1731,0.3044,0.1544,0.0125,0.0586,0.1837,0.4179,1
0.0145,0.0816,19,0.2573,245,0.1136,0.0323,0.0758,62,0.1875,0
-0.0128,0.2413,0.0944,0.1395,0.3954,0.0509,0.0325,-0.1073,0.0272,0.0695,1
0.0511,0.0436,27,0.0562,0.2099,0.0552,0.0603,-0.0127,-0.0038,0.1413,1
0.1036,0.0697,47,0.1303,0.7475,0.1362,-0.0118,-0.0614,-0.0172,0.0028,1
0.1031,157,0.0064,0.1644,0.2991,0.2423,0.0658,0.0478,0.2021,0.3749,1
0.0606,0.07,0.0024,0.0866,0.1803,0.0671,0.0363,-0.0021,-0.0365,0.0978,1
35,0.0774,0.0404,0.1304,0.2233,0.1278,0.0257,0.0436,0.0512,0.1867,0
0.0168,0.0668,-4,0.0765,0.1999,0.1349,0.0434,0.0436,-0.0217,0.1189,1
0.0234,0.0861,0.0378,0.1736,0.2292,0.1123,0.0128,0.0631,0.0187,0.1846,0
0.1321,0.1737,0.0267,0.1845,0.3186,157,-0.0066,85,0.1752,0.3342,1
0.0524,0.0322,0.0082,1.1433,1.4082,0.0944,-0.0042,0.0982,0.0367,0.0434,1
